"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"954",2.247,1,4,7,182.526,1993,188.31628,-9.958,115.906,17,14
"955",0.108,1,4,4,270.431,2003,292.88444,-14.507,129.887,5,9
"956",0.091,1,4,8,178.84,2009,185.86077,-3.242,99.024,8,10
"957",0,1,4,4,159.144,2008,167.07873,-17.514,100.848,9,2
"958",2.682,0,4,0,216.474,2007,227.57832,-7.695,96.068,2,2
"959",0.282,0,3,7,312.726,0,328.69832,-7.317,104.186,13,7
"960",0.188,0,7,5,307.397,0,325.92934,-7.863,194.922,10,13
"961",0.069,1,4,9,220.148,2007,223.4771,-6.658,99.994,11,12
"962",0.177,0,4,1,196.243,2006,200.64608,-6.641,91.858,8,14
"963",0,1,7,9,234.919,1985,234.91873,-8.38,145.883,12,7
"964",0.09,1,5,6,189.829,2004,208.09098,-7.492,129.352,12,11
"965",0.55,1,3,7,143.47,1995,151.03955,-15.603,107.073,8,2
"966",0.27,0,7,10,325.619,1988,335.01995,-9.406,219.94,24,11
"967",2.438,1,4,7,249.626,1991,255.65995,-10.672,103.976,21,14
"968",1.646,0,5,4,222.43,1993,243.17342,-6.149,152.468,3,14
"969",2.241,1,1,0,357.193,0,364.64281,-17.67,60.882,12,5
"970",5.207,0,4,5,291.573,1999,293.66812,-11.083,97.748,16,13
"971",0.313,1,5,0,188.575,2005,207.62077,-5.116,96.002,2,6
"972",4.145,1,4,9,273.528,0,273.52771,-8.72,129.042,14,14
"973",0,0,4,4,254.996,2009,263.52281,-12.732,178.299,16,14
"974",0.107,0,4,3,71.03,1982,73.09016,-7.897,93.703,19,14
"975",0.206,1,4,2,200.742,1997,208.29995,-11.667,87.965,2,13
"976",2.363,1,4,7,221.977,2001,224.522,-5.823,179.486,5,9
"977",0,1,4,3,479.295,2007,509.49179,-6.664,165.908,23,7
"978",0.165,1,4,5,268.08,1995,280.11057,-8.882,154.548,8,1
"979",0,1,4,0,270.019,2006,282.04363,-6.327,79.935,7,14
"980",0,1,4,9,216.149,1990,221.43955,-11.278,131.813,20,14
"981",2.397,0,4,4,234.684,0,241.84118,-7.95,105.294,8,14
"982",0,1,4,7,257.585,2006,264.01914,-4.789,112.734,1,14
"983",0,1,3,8,179.659,2000,190.95465,-4.802,140.823,1,10
"984",0.351,0,4,5,309.992,1989,329.69098,-6.658,115.106,17,14
"985",2.914,0,5,7,221.901,2010,234.26567,-17.279,87.553,23,13
"986",0.316,1,1,7,137.77,0,143.82975,-11.366,150.439,13,2
"987",0,1,4,10,256.476,2001,260.96281,-3.941,96.087,8,9
"988",0.45,1,4,1,244.344,0,250.43546,-4.691,96.001,2,14
"989",0.282,1,4,11,207.865,2000,211.01669,-5.205,95.066,9,9
"990",0.102,1,4,10,288.641,2008,301.16526,-6.445,115.02,12,9
"991",0.31,1,4,1,211.418,2009,223.29424,-4.346,157.944,14,14
"992",0.293,1,4,9,134.438,1992,142.73261,-7.982,143.257,20,14
"993",0.481,1,4,2,218.424,2009,233.79546,-8.023,89.665,8,9
"994",0,1,4,7,260.197,1988,267.33669,-4.732,111.865,18,1
"995",0.421,0,4,2,356.2,1987,387.16036,-11.705,95.425,1,14
"996",0.473,0,4,11,222.902,2006,222.9024,-4.317,174.468,23,14
"997",0.206,1,4,9,230.475,1992,237.92281,-9.093,101.871,24,11
"998",0.247,0,4,10,291.561,0,302.13179,-7.819,101.311,16,5
"999",0,1,4,2,269.084,2009,277.75955,-5.903,159.886,12,7
"1000",0.34,0,4,10,125.463,1989,136.12363,-11.298,142.963,14,9
"1001",1.127,0,7,4,187.35,1993,198.42567,-7.958,175.954,17,2
"1002",0.235,1,5,8,229.918,2005,240.71791,-5.281,123.998,1,11
"1003",0,1,4,7,86.883,1997,86.88281,-8.834,161.737,17,12
"1004",2.496,0,3,4,194.206,2009,204.06812,-13.708,111.629,8,14
"1005",0.13,1,4,0,218.662,2002,225.67138,-6.737,100.532,1,14
"1006",0.066,0,4,11,205.659,1987,216.86812,-8.698,134.929,21,14
"1007",0.369,0,4,9,141.798,2000,148.29669,-8.315,87.844,15,11
"1008",0.821,0,5,0,191.048,1996,201.24689,-8.146,111.223,19,14
"1009",0.072,1,1,8,136.353,2006,153.23383,-6.754,131.639,8,14
"1010",0.316,0,4,7,218.825,2003,229.61587,-3.782,92.099,21,14
"1011",0.374,1,4,2,150.262,0,153.57342,-14.122,108.301,24,11
"1012",0.339,1,4,4,261.416,0,270.73261,-8.6,189.288,19,7
"1013",0.34,1,4,5,159.608,1972,159.60771,-9.079,124.714,14,14
"1014",0,0,4,9,206.576,0,206.57587,-15.794,186.23,6,14
"1015",0.443,1,4,0,187.623,1988,193.56689,-5.24,132.167,21,14
"1016",0.304,0,4,10,176.135,2002,181.52444,-5.622,145.999,14,9
"1017",0.374,1,4,8,327.378,1992,332.06812,-7.107,122.483,23,14
"1018",0.305,1,4,7,168.826,1991,177.81506,-9.54,114.047,14,9
"1019",0.155,1,4,8,208.927,1993,215.09179,-10.612,150.112,12,9
"1020",0,1,4,0,215.342,2008,236.19873,-15.967,241.818,8,9
"1021",0.334,1,4,7,269.526,1992,280.65914,-6.033,126.1,23,14
"1022",1.071,0,4,4,308.117,2007,320.15628,-8.959,148.684,14,12
"1023",0.096,0,3,6,203.767,2002,206.44526,-4.46,114.929,23,14
"1024",0.34,1,4,6,394.356,1991,397.5571,-8.74,107.022,24,11
"1025",0,1,4,6,266.315,1991,274.70322,-15.838,116.239,21,14
"1026",0,0,4,7,191.925,2000,196.362,-5.065,204.304,3,11
"1027",0.328,1,1,11,163.358,1999,181.86404,-7.914,40.384,21,2
"1028",0,0,4,9,133.596,1981,142.23628,-14.05,94.838,1,14
"1029",0,1,4,4,200.907,1979,200.9073,-13.613,127.463,14,14
"1030",0.444,1,4,11,151.069,0,168.30649,-7.207,149.527,21,14
"1031",0,0,1,10,264.672,2007,264.6722,-3.779,147.91,23,7
"1032",0,0,7,11,174.236,1990,174.23628,-9.79,206.941,14,14
"1033",0.121,1,4,0,104.455,1963,108.19873,-13.323,95.264,19,2
"1034",0.241,0,4,10,124.024,1985,133.25016,-13.77,207.238,14,10
"1035",0.183,1,3,7,110.196,2008,119.40526,-10.775,101.306,8,14
"1036",0.131,0,4,3,191.501,2006,206.75873,-6.704,130.008,22,3
"1037",0,1,4,0,318.851,2006,331.36281,-12.527,91.371,8,9
"1038",0,0,4,4,248.924,2004,252.08118,-5.131,206.936,23,7
"1039",0.38,1,4,4,208.347,0,219.08853,-13.943,131.634,14,14
"1040",0.096,1,4,7,189.521,1992,200.6722,-13.269,120.716,21,5
"1041",0.194,0,3,9,210.617,1989,223.97342,-7.364,88.505,2,12
"1042",2.154,1,3,2,221.594,1995,241.8673,-8.03,90.703,18,9
"1043",0,1,4,1,177.296,1999,196.91057,-7.481,200.265,20,11
"1044",0,1,4,2,184.346,1981,184.34567,-8.105,126.513,9,14
"1045",0.51,1,4,5,210.75,2005,221.41342,-7.603,122.002,8,14
"1046",0,1,4,5,185.905,1978,191.55546,-7.196,140.172,8,14
"1047",0.078,0,4,11,163.59,0,167.60118,-5.988,116.638,24,10
"1048",0.287,1,4,8,227.637,2002,236.95628,-3.924,139.99,6,9
"1049",0.154,1,3,7,266.449,2002,272.95302,-9.846,124.023,15,3
"1050",0,1,4,9,112.774,0,124.39465,-8.039,177.098,21,2
"1051",2.81,1,4,9,259.535,2005,269.34812,-6.294,136.82,8,14
"1052",6.327,1,3,5,268.98,2009,277.83791,-6.399,116.957,5,9
"1053",0,1,4,7,207.215,2008,215.64036,-4.462,237.831,14,14
"1054",0.096,1,4,6,253.457,2002,255.63383,-3.084,92.649,20,11
"1055",0.205,1,4,0,152.143,2005,160.62649,-6.94,131.074,8,2
"1056",0.148,1,3,11,220.247,2009,233.66485,-6.446,137.951,8,14
"1057",0.113,1,4,5,336.904,1999,340.4273,-5.298,127.585,23,14
"1058",0.076,1,4,0,205.827,2008,209.00526,-4.92,130.031,17,9
"1059",0,1,4,7,266.031,2002,266.03057,-6.404,129.909,18,14
"1060",0.084,1,3,2,225.907,2003,237.50485,-3.909,196.04,5,13
"1061",3.907,1,4,10,210.535,2000,215.87546,-15.901,131.4,21,14
"1062",0.142,0,4,7,197.097,2003,201.58649,-2.87,182.977,23,14
"1063",0.264,1,4,0,228.333,0,232.56771,-10.181,140.09,5,4
"1064",0.066,0,4,11,209.229,1999,213.62893,-6.969,93.317,20,14
"1065",7.036,1,4,9,297.39,2008,301.45261,-8.326,117.949,6,13
"1066",0.113,1,4,7,330.641,0,353.04444,-8.192,91.973,22,9
"1067",0,1,4,1,161.64,2004,173.60934,-6.601,108.013,24,11
"1068",0,1,4,6,313.104,2008,318.09261,-6.182,141.223,12,14
"1069",1.001,0,4,8,264.185,1992,276.71465,-6.694,116.815,12,14
"1070",0.247,1,4,1,185.742,2003,201.22077,-7.633,81.689,0,9
"1071",0,1,4,2,161.361,0,172.93016,-10.592,99.752,5,14
"1072",0.067,1,3,6,299.892,1993,303.46404,-6.125,69.573,21,11
"1073",0.072,1,4,8,259.738,2008,281.18159,-10.67,196.022,14,14
"1074",0,0,4,10,274.75,0,278.96118,-5.682,175.781,12,7
"1075",0,0,1,0,257.637,2007,269.71383,-6.013,162.019,21,7
"1076",2.949,1,3,4,181.441,0,187.53261,-16.692,87.192,11,2
"1077",0,1,4,5,286.912,1996,311.19628,-9.356,97.036,16,14
"1078",0.409,0,3,4,308.918,2006,322.11546,-13.935,103.177,14,6
"1079",3.913,1,4,6,261.433,2002,270.70649,-6.247,164.049,8,14
"1080",0,1,4,9,199.593,1974,211.66975,-10.906,154.038,7,14
"1081",0,1,1,0,197.968,2003,202.10893,-7.597,140.017,8,3
"1082",0,1,5,0,172.008,0,175.20281,-10.796,125.228,12,11
"1083",0,1,3,1,303.758,0,310.72608,-6.192,111.67,8,11
"1084",0.623,1,4,7,233.848,1998,239.20281,-11.084,115.304,21,2
"1085",0.16,1,5,1,123.356,1967,128.96608,-11.863,102.151,4,2
"1086",0.948,0,4,7,193.451,1983,208.66567,-7.792,132.159,9,14
"1087",1.193,1,4,7,230.824,1991,243.9571,-10.847,137.937,13,14
"1088",0.369,1,4,11,258.479,1993,267.2322,-9.272,123.755,8,13
"1089",0.194,1,4,2,243.281,1979,253.02159,-8.885,131.564,22,14
"1090",0.078,1,4,11,220.595,2009,223.89506,-6.103,127.969,10,14
"1091",0,1,4,2,279.208,2001,295.60118,-12.397,65.941,8,14
"1092",0,0,4,11,290.569,0,293.19791,-6.229,150.003,3,9
"1093",0.14,1,4,7,389.555,2001,399.98649,-9.272,66.41,1,14
"1094",0,0,4,8,236.606,1996,252.99546,-11.672,90.998,20,11
"1095",0.131,0,4,11,209.914,0,216.94649,-9.181,94,10,10
"1096",0.513,0,7,11,201.096,1976,209.13587,-8.852,123.438,14,9
"1097",0.328,0,1,6,542.064,2005,551.91465,-17.293,113.447,21,1
"1098",2.287,0,4,1,225.489,2000,225.48853,-4.805,94.653,20,11
"1099",0,1,5,5,221.431,2002,229.53751,-5.426,139.629,12,9
"1100",0.148,0,4,10,285.124,1985,302.28853,-4.621,120.72,14,14
"1101",0.595,1,5,0,43.752,2006,47.46404,-11.088,72.685,8,3
"1102",0.241,1,7,2,180.703,1996,191.39873,-9.316,111.829,8,4
"1103",0.148,1,4,9,111.49,1993,111.49016,-8.889,115.763,16,10
"1104",0.784,1,4,0,307.949,1991,317.83138,-14.989,174.059,8,9
"1105",0.183,1,1,7,276.683,1997,286.30159,-8.204,109.253,8,9
"1106",2.038,1,4,6,234.08,2004,262.21669,-6.4,132.998,8,3
"1107",0.496,1,4,9,351.539,1993,368.1171,-12.157,58.387,14,7
"1108",0,1,4,1,212.068,2001,228.44036,-6.923,95.932,9,11
"1109",0,1,4,7,325.538,1992,344.05832,-10.634,167.753,1,14
"1110",0.345,1,3,0,236.449,1998,260.17914,-6.076,61.593,16,14
"1111",0.177,1,4,10,227.944,0,258.42893,-13.63,100.02,6,9
"1112",0,1,3,2,273.032,0,280.0322,-7.625,150.061,19,4
"1113",0.09,0,4,4,221.936,1991,221.93587,-13.035,121.615,1,14
"1114",0.421,1,1,2,49.842,0,54.12526,-16.453,85.875,24,11
"1115",0,1,5,0,271.192,2000,289.12281,-6.724,89.296,7,14
"1116",2.27,0,4,3,228.711,2001,241.24036,-8.077,153.474,8,9
"1117",9.66,1,4,11,192.104,2007,210.49424,-5.508,126.294,4,14
"1118",0.175,1,3,0,207.314,2006,217.57342,-10.786,186.44,8,14
"1119",0.104,1,4,11,114.637,1996,123.402,-15.419,226.146,4,2
"1120",11.802,1,4,1,323.5,2003,327.1571,-5.234,138.657,22,14
"1121",0.095,1,4,9,187.826,1995,200.07138,-4.737,162.909,21,14
"1122",0.375,1,3,0,137.66,0,146.23302,-13.261,112.884,3,2
"1123",0.061,0,3,5,363.752,2006,372.76689,-8.265,66.366,1,1
"1124",0.137,1,4,0,201.12,2001,208.50893,-8.28,100.002,19,12
"1125",0.119,1,4,8,276.544,2006,279.53587,-5.852,129.962,2,6
"1126",0.166,1,5,9,195.634,2003,208.92689,-7.042,93.355,2,9
"1127",0.357,0,1,9,299.114,1970,304.45669,-13.562,134.616,7,14
"1128",0.241,1,1,9,230.708,1967,238.94159,-23.977,174.23,16,1
"1129",0,0,4,9,173.25,2008,180.89751,-7.279,101.664,11,13
"1130",0.194,1,4,11,350.79,1997,357.642,-10.851,114.313,18,3
"1131",0,1,4,0,105.198,2001,108.12036,-4.926,198.201,10,10
"1132",0,1,4,7,338.936,2008,341.41995,-8.652,162.329,14,9
"1133",0.09,1,4,1,235.224,2002,249.18159,-6.297,84.797,9,13
"1134",0,1,4,9,283.103,1992,291.16036,-3.349,180.469,22,11
"1135",0.374,1,4,3,230.208,0,240.97914,-8.505,143.908,13,14
"1136",0,1,3,7,203.064,1997,209.00526,-5.945,153.785,8,14
"1137",0.34,1,4,4,156.52,2000,164.33587,-6.231,105.976,2,6
"1138",0.206,1,1,10,181.133,1991,187.03628,-19.27,70.746,1,1
"1139",0,1,4,6,154.912,2003,164.54485,-10.897,148.045,18,14
"1140",0.334,1,4,9,281.124,0,295.36608,-4.707,120.18,1,14
"1141",0.27,1,1,7,99.5,1997,99.49995,-5.301,228.637,8,14
"1142",6.177,0,3,11,265.747,2008,270.13179,-3.225,126.182,23,14
"1143",0.274,1,4,9,215.353,2005,218.64444,-5.806,130.495,6,13
"1144",2.177,1,4,4,258.461,1987,263.70567,-10.981,146.01,5,14
"1145",0.213,1,4,4,357.03,1995,366.70649,-7.098,123.448,2,6
"1146",0,1,3,11,297.302,1992,316.76036,-11.76,98.406,1,14
"1147",0,1,4,9,196.101,1994,196.10077,-7.467,160.138,21,12
"1148",1.53,0,4,6,193.312,2004,195.65669,-3.044,144.721,6,14
"1149",5.671,0,3,9,271.209,2005,295.67955,-6.473,137.008,8,14
"1150",0,1,4,10,210.083,1995,225.33179,-7.991,135.985,4,13
"1151",0.183,1,3,10,245.522,1998,255.39873,-8.022,105.919,8,14
"1152",0.119,1,4,8,186.694,0,204.85179,-6.682,126.956,2,6
"1153",0,1,4,5,242.207,1981,242.20689,-3.237,130.372,10,14
"1154",0,1,1,7,199.872,2009,202.91873,-12.024,130.692,16,14
"1155",0,1,3,9,236.124,1979,241.8673,-12.328,94.423,1,14
"1156",3.988,0,4,4,337.56,1986,354.35057,-7.333,105.131,4,14
"1157",11.389,0,4,9,630.886,2000,645.38077,-12.793,120.36,13,14
"1158",0,1,1,2,125.283,1996,125.28281,-4.285,133.05,11,14
"1159",0,0,3,8,227.451,2001,231.49669,-5.349,176.83,20,11
"1160",0.084,0,4,8,324.11,2004,343.562,-5.82,123.847,14,14
"1161",2.891,1,4,0,212.648,1988,229.642,-12.818,129.846,16,14
"1162",0.792,1,4,1,281.112,1975,285.1522,-11.969,126.729,10,14
"1163",0.256,1,4,0,162.482,1985,170.89261,-15.591,112.48,8,14
"1164",4.18,1,4,2,217.13,1992,241.52771,-18.454,108.616,10,11
"1165",0,1,3,7,205.752,2004,216.5024,-9.911,142.121,8,9
"1166",0.177,0,4,4,234.899,0,247.24853,-7.518,120.08,8,9
"1167",0.403,1,4,0,236.292,0,256.67873,-10.223,120.093,14,14
"1168",0,1,4,7,188.212,2000,188.21179,-5.008,178.142,23,10
"1169",0.293,1,4,3,339.336,1993,346.5922,-15.018,89.921,8,9
"1170",0.061,1,4,3,244.402,0,249.52118,-5.951,98.998,2,6
"1171",0,1,4,7,224.682,0,244.08771,-6.228,123.245,16,14
"1172",2.31,1,4,1,207.337,2008,214.9873,-11.588,119.612,9,11
"1173",0.237,1,1,7,305.342,0,310.64771,-9.013,126.537,21,14
"1174",0,0,4,11,253.527,1982,266.05669,-10.762,153.264,21,12
"1175",0.451,1,3,9,256.023,2000,265.24689,-8.387,131.458,12,2
"1176",0,1,4,1,288.322,2001,294.13832,-4.603,93.328,20,11
"1177",0,1,4,1,275.615,1992,278.12526,-7.352,119.423,9,14
"1178",0.275,0,4,1,233.529,2004,237.19138,-5.129,164.041,15,11
"1179",0,1,4,7,183.542,2003,188.94322,-7.549,99.077,12,3
"1180",0,0,5,4,225.097,1996,225.09669,-6.504,94.234,11,3
"1181",1.031,1,4,1,381.991,2002,392.82893,-5.295,85.083,14,9
"1182",0,0,4,11,200.806,1982,210.54649,-10.992,140.456,17,14
"1183",0,0,4,10,246.404,2002,250.77506,-6.188,177.963,12,13
"1184",0.173,1,3,8,374.015,1992,386.79465,-10.118,125.787,6,1
"1185",0,1,4,10,231.631,1999,246.80444,-3.93,135.021,6,14
"1186",0,0,4,10,137.242,0,154.40934,-6.609,139.706,21,14
"1187",0,0,4,7,162.716,2003,162.71628,-10.257,126.948,2,14
"1188",0.525,0,4,1,192.865,0,202.9971,-11.772,85,13,14
"1189",0.096,1,4,0,191.263,2007,202.00444,-12.826,117.58,17,14
"1190",0.16,1,4,0,345.687,0,348.44689,-5.817,131.502,23,7
"1191",0.177,0,3,7,253.498,2003,255.99955,-6.155,113.485,19,13
"1192",0.202,1,4,2,224.467,1972,229.56363,-11.68,165.904,8,14
"1193",0,1,4,9,361.343,2002,364.72118,-10.202,80.062,2,6
"1194",0.299,1,3,2,265.822,1995,282.33098,-9.851,111.532,21,2
"1195",0,0,4,7,170.475,1987,190.17098,-15.494,117.535,5,11
"1196",0.206,0,4,10,277.289,2002,277.28934,-5.64,98.507,8,14
"1197",0.165,1,4,7,127.059,1987,127.05914,-5.454,105.434,18,6
"1198",0.287,1,4,0,284.549,2006,294.19057,-6.805,124.517,14,9
"1199",4.743,0,4,10,169.842,1990,188.31628,-10.553,186.393,20,11
"1200",0.374,1,7,4,162.342,1987,167.78404,-9.966,166.09,12,7
"1201",0.063,1,4,2,180.024,0,185.83465,-7.541,146.051,2,14
"1202",0,1,1,10,275.818,2000,278.56934,-4.842,156.581,8,14
"1203",0.299,1,4,3,321.788,1993,343.43138,-9.808,94.705,8,14
"1204",0.165,0,4,8,201.421,2005,204.59057,-7.162,159.9,12,14
"1205",0.115,1,4,8,231.149,2001,236.64281,-8.025,86.918,23,11
"1206",0.566,1,3,2,189.835,1990,201.16853,-13.419,66.246,8,14
"1207",0,1,3,1,174.991,1998,183.09179,-14.469,87.679,8,14
"1208",1.019,1,3,0,239.52,1982,243.06893,-10.502,141.816,1,14
"1209",0,0,4,7,267.865,2006,271.64689,-7.537,192.417,2,6
"1210",2.078,1,4,7,223.19,0,223.18975,-9.049,139.91,8,9
"1211",0,0,4,6,303.09,2004,317.46567,-6.806,133.325,8,14
"1212",0.084,1,1,6,161.994,2004,172.14649,-6.088,104.115,21,14
"1213",0,1,7,6,238.283,2008,247.97995,-9.237,160.26,1,14
"1214",0,1,1,9,73.636,1995,82.65098,-12.558,192.239,23,14
"1215",0.43,1,4,7,66.374,2004,68.49261,-12.919,142.666,3,11
"1216",0.252,1,1,8,162.644,1972,170.29179,-11.314,153.802,16,14
"1217",0.087,1,4,11,178.666,1986,183.90159,-12.289,187.176,14,10
"1218",0,1,1,8,258.328,2008,261.43302,-6.405,126.428,23,14
"1219",0.7,1,1,4,389.898,1977,393.61261,-9.897,149.629,7,14
"1220",0.415,1,4,2,224.729,1997,235.65016,-6.322,142.893,14,14
"1221",1.048,1,4,3,245.806,1990,258.2722,-7.178,109.993,8,14
"1222",1.001,1,3,6,222.848,2005,230.47791,-8.21,96.179,20,9
"1223",0,0,4,0,196.354,1993,203.65016,-14.897,195.824,18,14
"1224",0.258,0,4,7,201.485,2001,205.11302,-1.869,150.573,11,14
"1225",0,0,4,4,286.598,2006,299.72853,-16.253,173.945,12,14
"1226",0.101,1,3,0,411.353,2002,422.55628,-9.929,102.739,1,7
"1227",0,0,4,9,162.383,0,166.94812,-18.712,146.422,18,1
"1228",0.072,0,4,6,288.311,1980,300.14649,-5.693,137.804,17,14
"1229",4.36,1,4,9,276.12,2001,295.75791,-7.867,97.683,14,2
"1230",0,1,4,7,209.206,0,213.31546,-11.982,132.43,1,14
"1231",0,0,4,1,146.831,2002,155.61098,-2.321,88.889,14,14
"1232",6.647,1,5,7,292.275,2004,308.76689,-7.255,223.617,21,9
"1233",0,1,5,1,7.131,2002,7.13098,-13.558,195.208,24,11
"1234",0,0,5,6,203.232,2007,203.2322,-4.995,151.8,10,14
"1235",0.183,0,4,5,229.82,2000,249.93914,-11.637,122.831,5,14
"1236",6.513,1,4,1,156.479,2005,160.31302,-9.385,152.785,7,14
"1237",0.363,0,4,10,242.608,0,247.14404,-6.276,126.855,1,6
"1238",2.119,0,4,6,181.748,2003,190.74567,-5.718,155.08,21,11
"1239",0.247,1,4,7,230.534,1993,245.73342,-8.997,120.172,12,15
"1240",0,1,4,0,187.768,2004,187.76771,-6.09,144.002,12,14
"1241",0.358,1,4,0,175.369,1956,183.50975,-16.968,120.423,14,2
"1242",2.27,1,4,5,161.018,2004,161.01832,-4.279,170.94,4,14
"1243",3.129,1,4,4,287.126,1991,298.57914,-5.899,135.314,8,14
"1244",0.131,1,1,7,232.24,2005,237.00853,-9.664,85.744,6,14
"1245",0.212,0,4,0,269.415,2004,281.70404,-8.061,105.837,8,14
"1246",0,0,5,9,140.754,1999,144.01261,-4.527,71.707,21,7
"1247",0.193,1,4,6,379.64,0,403.25179,-11.533,143.676,2,6
"1248",0.2,1,4,5,132.609,1998,144.14322,-15.284,103.801,8,14
"1249",0,1,4,11,147.046,2009,154.95791,-8.005,120.148,12,9
"1250",0,0,4,10,211.603,1998,230.50404,-8.668,95.752,20,11
"1251",0.067,1,4,11,233.935,2002,238.21016,-9.02,122.166,21,2
"1252",0.194,1,7,0,204.487,1979,211.1473,-8.958,194.283,10,14
"1253",0,1,4,1,233.72,2001,235.98975,-7.557,85.865,15,11
"1254",0,1,4,1,356.926,2009,369.57995,-6.555,110,23,3
"1255",0,1,4,6,402.364,1988,402.36363,-5.454,122.838,9,14
"1256",0,0,4,0,243.989,0,264.6722,-7.228,117.004,18,11
"1257",0.346,0,4,5,192.557,2007,201.27302,-3.892,125.562,12,14
"1258",0.381,1,1,0,174.591,0,178.25914,-12.518,109.961,20,1
"1259",0,0,1,11,207.697,2008,225.12281,-4.808,134.734,23,14
"1260",0.206,1,4,7,310.37,0,315.97669,-6.823,104.357,20,11
"1261",0,0,4,4,213.879,0,227.94404,-6.221,93.859,20,11
"1262",0.201,1,4,4,147.342,2000,160.62649,-8.211,161.991,14,13
"1263",0.374,1,1,0,189.98,1985,198.53016,-5.233,185.452,16,14
"1264",0,1,4,2,136.115,1978,141.08689,-6.021,150.04,8,14
"1265",0,1,3,3,455.593,2006,475.21914,-8.316,124.562,23,7
"1266",0,1,3,11,179.409,2006,179.40853,-4.027,98.377,23,14
"1267",0.177,1,4,7,386.194,1998,386.19383,-8.087,140.185,20,14
